Frequency Log(Hz), Gain (dB), Phase (deg)
-0.00971057074838073, 0.0628491824882713, -0.225407896470123
0.0104928153399063, 0.0613743308130192, -0.231767014148177
0.0104928153399063, 0.0609106123071281, -0.237226297199619
0.0297979705352929, 0.0584750419016045, -0.23658272155755
0.048281376229306, 0.057048422399315, -0.247920886454002
0.048281376229306, 0.0573323022784533, -0.249821763882261
0.0660101431897376, 0.0562309784574249, -0.243994746052771
0.0660101431897376, 0.0538219899736719, -0.256845968717298
0.083043482488518, 0.054294810869261, -0.245688190737723
0.083043482488518, 0.0554048700140516, -0.252628362590639
0.0994338986766873, 0.0522717309895937, -0.263428379371319
0.115228165859919, 0.0497653602052408, -0.257793710529193
0.115228165859919, 0.0512812735620594, -0.26144257553673
0.130468132416656, 0.050241221699105, -0.257052136532002
0.145191389237362, 0.048612870575326, -0.267918627155329
0.145191389237362, 0.048117453357812, -0.265769607838327
0.159431828351973, 0.0471641154809871, -0.266286344302737
0.173220112837606, 0.0470554037100809, -0.266100616363055
0.186584074395587, 0.0458913759128753, -0.262192900447841
0.186584074395587, 0.0443247554756264, -0.267630561892548
0.199549051559955, 0.0419785788495989, -0.266125484512394
0.212138178867976, 0.042765245269208, -0.262099419818579
0.224372635284987, 0.0406410496504716, -0.267315200860275
0.224372635284987, 0.0418983168082813, -0.266651098289786
0.236271858584695, 0.0392324384500463, -0.259801496834146
0.24785373113451, 0.0388094661546288, -0.262760834791463
0.259134741544199, 0.0386842145483322, -0.265334551635181
0.270130125845662, 0.0374278128160533, -0.260435758379183
0.280853991237435, 0.0369117894684673, -0.266794140959579
0.2913194249156, 0.0351109120682349, -0.258963519490596
0.301538590097287, 0.0334680724135491, -0.260537553065084
0.311522811003887, 0.0329975247164088, -0.262289371220499
0.321282648293044, 0.0317908880317272, -0.260762810644724
0.330827966199274, 0.0314116949185469, -0.257013911648861
0.340167992453418, 0.0313844861948274, -0.26054047872372
0.349311371893287, 0.029929295114351, -0.250066083515233
0.358266214546214, 0.0285477807200878, -0.251775952750098
0.367040138853719, 0.0285700881472197, -0.242161245264162
0.384073478152499, 0.0282762358645278, -0.243686140344838
0.392346004118489, 0.0269545183906186, -0.252599745733127
0.400463894340668, 0.0258039364514243, -0.244886638509785
0.408432824011944, 0.0257653114811916, -0.248700652039901
