Frequency Log(Hz), Gain (dB), Phase (deg)
1.99990217895395, -60.8290567297251, 4.71468644476405
2.01009782260517, -60.8528479479317, 3.49414235975677
2.02005958995333, -60.7486903834317, 3.98292199286834
2.02998675318634, -60.8698754450756, 4.06077808645676
2.04006104598262, -60.6635920006245, 3.86229611367291
2.05008717709257, -60.9136238571438, 4.96582193782653
2.06006320677741, -61.0768527509056, 5.2843757353263
2.06998738503527, -60.795220370934, 4.77342762751288
2.0800263724481, -60.8306930935496, 4.44541284793514
2.09000294779621, -60.7827043132179, 4.71860018997079
2.1000768217873, -60.9387561439938, 4.45110680049699
2.10992231029099, -60.733643724023, 5.23413305960462
2.1200100038828, -60.7565716625758, 4.71340954833901
2.13001862972146, -60.9269868207969, 3.93236495563531
2.13994833382499, -60.7133053695713, 6.28345345063634
2.14994254482836, -61.0042462886362, 4.91615678892523
2.15999184710385, -60.943059066738, 6.93499661503692
2.16995062827276, -60.9996313725989, 5.16160212865179
2.17995349549657, -60.9102118747728, 5.72406113025779
2.1899923794012, -60.8174924538027, 6.36871361339316
2.20005968593025, -60.835483172883, 6.22044166843276
2.21002360897594, -60.752386705239, 4.58746275477314
2.22000782988254, -60.7900340990456, 8.09311303501816
2.23000589783148, -60.6945978560954, 6.95702394278728
2.24001176959216, -60.7818433642886, 7.18052879213789
2.25001979289102, -60.8749507486011, 6.98999036524911
2.26002468956444, -60.7681957227068, 7.04496549365185
2.27002153865122, -60.8621801413598, 7.30292865253465
2.28000575955782, -60.5081728764275, 15.3346375154182
2.28997309540893, -60.9091925667305, 7.76509421918354
2.30002096077692, -60.8098675249062, 8.12883045107029
2.31003973221976, -60.8239042940002, 8.39029543899015
2.32002620405077, -60.7992550636381, 8.22382721703656
2.32997742728372, -60.7439881720674, 7.5483435462309
2.33998314695929, -61.0308645298975, 7.76384821162695
2.35003459351238, -60.93156552702, 9.4155468205884
2.36003523728506, -61.0207836634425, 11.6796046350569
2.36998334573004, -61.0736077554591, 8.75049416744354
2.37996168439828, -60.9104315249365, 9.4638729408567
2.38996315073266, -60.8284181433154, 9.49834300211248
2.39998107663457, -60.9545652494857, 10.921398830937
2.4100092122469, -60.6813504468064, 10.8176961152835
2.41996482256145, -60.8364733667167, 11.3840629929237
2.42999797293823, -60.7811660894571, 10.1051135718177
2.44002488348165, -60.830097477573, 10.5179372699532
2.44996905386885, -60.8118805572687, 11.054685442681
2.45997121452727, -60.7962165413767, 12.3239129814644
2.47002236937198, -60.6926450556175, 12.3029232510314
2.4799801149378, -60.8249882395349, 11.9886227377094
2.48997651187002, -60.8303708921593, 11.9319918108234
